,age,sex,underweight,overweight,obese,parents_support,close_friends,students_support,felt_lonely,mean_school_absence,mean_physical_fighting,physically_attacked,cyber_bullied,bullied
263,13.0,1.0,0.0,0.0,0.0,5.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0
264,13.0,1.0,0.0,1.0,0.0,5.0,3.0,3.0,2.0,1.5,0.0,0.0,0.0,1
265,14.0,1.0,0.0,0.0,0.0,2.0,,2.0,3.0,0.0,0.0,0.0,0.0,0
266,13.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0
267,14.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,1
268,14.0,1.0,,,,3.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,1
269,13.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,0.0,0.0,2.0,1.0,1
270,14.0,1.0,,,,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1
271,13.0,0.0,,,,5.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,1
272,13.0,1.0,0.0,0.0,0.0,3.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0
273,13.0,0.0,0.0,1.0,0.0,5.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,1
274,13.0,0.0,,,,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0
275,13.0,0.0,0.0,1.0,0.0,5.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1
276,14.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,5.0,0.0,4.5,1.0,0.0,1
277,13.0,0.0,,,,1.0,3.0,2.0,5.0,1.5,2.5,2.0,1.0,1
278,13.0,0.0,,,,5.0,3.0,4.0,2.0,0.0,8.5,0.0,0.0,0
279,14.0,0.0,0.0,1.0,0.0,2.0,3.0,4.0,1.0,0.0,4.5,0.0,0.0,1
280,14.0,0.0,0.0,1.0,1.0,5.0,3.0,4.0,2.0,0.0,1.0,0.0,0.0,1
281,13.0,0.0,,,,5.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0
282,14.0,0.0,,,,4.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0
283,14.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0
284,14.0,1.0,0.0,1.0,1.0,4.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,1
285,15.0,0.0,,,,5.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0
286,14.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,4.0,1.5,0.0,0.0,0.0,1
287,15.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,1.0,2.0,0.0,1
288,14.0,1.0,0.0,1.0,0.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0,1.0,1
289,15.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,3.0,0.0,1.0,0.0,1.0,1
290,14.0,1.0,0.0,0.0,0.0,3.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,1
291,15.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,3.0,0.0,1.0,4.0,0.0,0
292,15.0,0.0,,,,2.0,3.0,5.0,1.0,0.0,0.0,0.0,1.0,1
293,14.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,4.0,0.0,4.5,1.0,1.0,1
294,14.0,1.0,,,,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0
295,14.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,1
296,14.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1
297,14.0,0.0,,,,4.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,1
298,14.0,1.0,0.0,0.0,0.0,4.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0
299,14.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,1
300,14.0,1.0,,,,2.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,1
301,14.0,1.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1
302,14.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,1
303,15.0,1.0,0.0,0.0,0.0,4.0,3.0,3.0,2.0,0.0,2.5,0.0,1.0,1
304,14.0,0.0,,,,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0
305,14.0,0.0,,,,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0
306,14.0,1.0,,,,2.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0
307,14.0,1.0,0.0,0.0,0.0,2.0,3.0,4.0,3.0,0.0,0.0,1.0,1.0,1
308,16.0,0.0,1.0,0.0,0.0,4.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,1
309,15.0,1.0,0.0,0.0,0.0,5.0,3.0,2.0,3.0,0.0,0.0,0.0,1.0,1
310,15.0,1.0,,,,5.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0
311,15.0,1.0,0.0,0.0,0.0,4.0,3.0,2.0,3.0,0.0,0.0,0.0,1.0,1
312,15.0,0.0,0.0,1.0,1.0,2.0,3.0,5.0,1.0,0.0,1.0,1.0,0.0,1
313,16.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,4.0,0.0,0.0,0.0,1.0,1
314,15.0,1.0,0.0,0.0,0.0,4.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0
315,15.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0
316,15.0,1.0,0.0,1.0,0.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,1.0,1
317,15.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0
318,17.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0
319,15.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0
320,15.0,0.0,,,,5.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0
321,15.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0
322,16.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,1
323,15.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,1
324,15.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0
325,15.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,1
326,15.0,1.0,,,,1.0,2.0,1.0,3.0,1.5,0.0,0.0,0.0,1
327,15.0,1.0,0.0,1.0,1.0,3.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,1
328,15.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,1.5,0.0,2.0,0.0,1
329,15.0,1.0,0.0,0.0,0.0,4.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0
330,15.0,1.0,,,,2.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,1
331,15.0,1.0,0.0,0.0,0.0,4.0,3.0,4.0,2.0,0.0,0.0,0.0,1.0,1
332,15.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0
333,15.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,0.0,,0.0,0.0,1
334,16.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,1.0,1
335,15.0,1.0,,,,3.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,1
336,16.0,0.0,0.0,1.0,0.0,2.0,3.0,4.0,3.0,0.0,0.0,0.0,1.0,1
337,15.0,1.0,0.0,0.0,0.0,5.0,2.0,3.0,4.0,0.0,0.0,1.0,1.0,1
338,15.0,1.0,,,,4.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0
339,15.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,2.0,1.5,0.0,1.0,1.0,1
340,16.0,1.0,0.0,0.0,0.0,5.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0
341,16.0,1.0,,,,1.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0
342,15.0,1.0,0.0,0.0,0.0,4.0,1.0,4.0,3.0,1.5,0.0,0.0,1.0,1
343,16.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,3.0,0.0,0.0,0.0,1.0,1
344,15.0,1.0,0.0,0.0,0.0,5.0,3.0,4.0,4.0,0.0,0.0,0.0,1.0,1
345,15.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0
346,15.0,1.0,0.0,1.0,0.0,1.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,1
347,15.0,0.0,,,,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0
348,15.0,0.0,0.0,1.0,0.0,5.0,3.0,4.0,2.0,0.0,1.0,0.0,0.0,1
349,15.0,0.0,0.0,1.0,0.0,4.0,3.0,3.0,4.0,1.5,0.0,0.0,1.0,1
350,15.0,0.0,,,,5.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0
351,15.0,0.0,,,,1.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0
352,16.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,0
353,15.0,1.0,,,,1.0,0.0,3.0,4.0,4.0,0.0,0.0,1.0,1
354,16.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,2.0,7.5,0.0,0.0,0.0,1
355,15.0,1.0,0.0,0.0,0.0,4.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0
356,15.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,4.5,0.0,0.0,1
357,15.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,1.5,0.0,0.0,1.0,1
358,15.0,0.0,0.0,1.0,0.0,5.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,1
359,15.0,0.0,0.0,1.0,0.0,5.0,3.0,5.0,3.0,0.0,2.5,0.0,1.0,1
360,17.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0
361,16.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,0.0,2.5,0.0,0.0,0
362,16.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0
363,16.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0
364,16.0,1.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,0.0,2.5,0.0,1.0,1
365,16.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,1.5,2.5,0.0,0.0,1
366,17.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,2.0,4.0,2.5,0.0,0.0,1
367,16.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0
368,16.0,1.0,0.0,0.0,0.0,5.0,3.0,2.0,1.0,0.0,0.0,2.0,0.0,1
369,16.0,1.0,0.0,0.0,0.0,4.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0
370,16.0,1.0,,,,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0
371,16.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,4.0,7.5,0.0,0.0,1.0,1
372,16.0,1.0,0.0,0.0,0.0,3.0,3.0,4.0,4.0,7.5,0.0,2.0,0.0,1
373,16.0,1.0,0.0,0.0,0.0,5.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,1
374,16.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,1.5,0.0,0.0,0.0,1
375,16.0,0.0,,,,5.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0
376,17.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,1.5,2.5,0.0,1.0,1
377,17.0,1.0,0.0,0.0,0.0,5.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0
378,16.0,1.0,0.0,1.0,0.0,2.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,1
379,16.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,5.0,0.0,0.0,1.0,1.0,1
380,16.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,1
381,17.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,4.0,0.0,0.0,1.0,1.0,1
382,15.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1
383,14.0,0.0,,,,1.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,0
384,13.0,0.0,,,,0.0,3.0,0.0,4.0,,0.0,0.0,0.0,1
385,13.0,0.0,,,,5.0,3.0,2.0,1.0,1.5,0.0,0.0,0.0,1
386,13.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,4.0,0.0,0.0,0.0,1.0,1
387,14.0,1.0,,,,1.0,3.0,1.0,1.0,4.0,0.0,12.0,0.0,1
388,14.0,1.0,,,,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0
389,14.0,0.0,,,,2.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,1
390,13.0,1.0,0.0,0.0,0.0,5.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0
391,14.0,1.0,0.0,1.0,0.0,0.0,,0.0,1.0,,6.5,0.0,0.0,1
392,14.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0
393,16.0,0.0,,,,4.0,3.0,3.0,1.0,4.0,0.0,0.0,0.0,1
394,15.0,1.0,,,,5.0,3.0,4.0,3.0,0.0,0.0,1.0,1.0,1
395,15.0,1.0,,,,1.0,3.0,2.0,1.0,10.0,0.0,0.0,0.0,1
396,15.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,1.0,7.5,0.0,0.0,1.0,1
397,12.0,,,,,5.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0
398,17.0,0.0,,,,3.0,3.0,3.0,2.0,1.5,0.0,0.0,0.0,1
399,14.0,1.0,,,,1.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0
400,14.0,0.0,,,,1.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,1
401,14.0,0.0,,,,5.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0
402,15.0,0.0,,,,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0
403,15.0,0.0,,,,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0
404,17.0,0.0,,,,1.0,2.0,4.0,4.0,1.5,1.0,1.0,0.0,1
405,15.0,0.0,,,,4.0,3.0,4.0,3.0,1.5,0.0,1.0,0.0,1
406,17.0,1.0,,,,2.0,2.0,1.0,1.0,1.5,1.0,0.0,0.0,1
407,15.0,1.0,,,,3.0,3.0,4.0,3.0,10.0,1.0,1.0,1.0,1
408,16.0,0.0,,,,1.0,2.0,2.0,4.0,1.5,2.5,8.0,1.0,1
409,16.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,0
410,17.0,1.0,,,,2.0,1.0,2.0,3.0,10.0,0.0,0.0,1.0,1
411,16.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0
412,15.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,1
413,15.0,1.0,0.0,0.0,0.0,4.0,3.0,2.0,4.0,10.0,0.0,0.0,1.0,1
414,16.0,1.0,0.0,0.0,0.0,2.0,1.0,4.0,3.0,7.5,0.0,0.0,1.0,1
415,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,,0.0,1.0,0.0,0
416,16.0,1.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,1
417,15.0,1.0,0.0,0.0,0.0,2.0,3.0,3.0,4.0,1.5,0.0,0.0,0.0,1
418,,,,,,0.0,2.0,0.0,1.0,,0.0,0.0,0.0,0
419,16.0,,,,,5.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0
420,17.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,1
421,16.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,2.0,1.5,0.0,0.0,0.0,1
422,16.0,1.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,0.0,2.5,0.0,0.0,0
423,17.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1
424,16.0,1.0,,,,5.0,2.0,4.0,1.0,4.0,0.0,0.0,0.0,1
425,15.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,0.0,2.5,1.0,0.0,1
426,15.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,0
427,16.0,1.0,,,,5.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0
428,13.0,1.0,0.0,1.0,0.0,1.0,3.0,4.0,3.0,1.5,2.5,2.0,1.0,1
429,15.0,0.0,,,,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0
430,14.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,10.0,0.0,0.0,0.0,1
431,13.0,0.0,,,,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0
432,14.0,0.0,,,,1.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,1
433,14.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0
434,13.0,0.0,,,,4.0,3.0,4.0,2.0,10.0,0.0,1.0,1.0,1
435,13.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,1.0,4.0,1.0,0.0,0.0,1
436,13.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,1
437,15.0,0.0,,,,5.0,3.0,2.0,3.0,10.0,0.0,1.0,1.0,1
438,15.0,1.0,0.0,1.0,0.0,2.0,2.0,4.0,2.0,1.5,0.0,0.0,0.0,1
439,14.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0
440,16.0,0.0,,,,4.0,3.0,5.0,1.0,0.0,2.5,2.0,0.0,0
441,16.0,0.0,,,,5.0,3.0,3.0,1.0,1.5,0.0,0.0,0.0,1
442,14.0,0.0,,,,3.0,3.0,3.0,1.0,4.0,0.0,0.0,0.0,1
443,15.0,0.0,,,,2.0,3.0,2.0,1.0,0.0,2.5,2.0,0.0,0
444,15.0,0.0,,,,4.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0
445,16.0,0.0,,,,3.0,3.0,5.0,3.0,1.5,1.0,0.0,1.0,1
446,16.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
447,18.0,0.0,,,,2.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0
448,16.0,,,,,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1
449,15.0,0.0,,,,5.0,3.0,5.0,1.0,0.0,1.0,0.0,0.0,0
450,17.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.5,1.0,1.0,1.0,1
451,17.0,0.0,,,,4.0,0.0,5.0,4.0,0.0,2.5,0.0,0.0,1
452,16.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,1
453,17.0,1.0,,,,4.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,1
454,,,,,,4.0,2.0,3.0,4.0,7.5,1.0,0.0,,1
455,13.0,1.0,0.0,1.0,0.0,2.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,1
456,13.0,1.0,0.0,1.0,0.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1
457,14.0,1.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1
458,14.0,1.0,0.0,1.0,0.0,2.0,3.0,3.0,3.0,1.5,0.0,0.0,0.0,1
459,15.0,1.0,,,,0.0,3.0,2.0,3.0,1.5,0.0,0.0,1.0,1
460,14.0,1.0,,,,1.0,1.0,1.0,1.0,4.0,0.0,2.0,0.0,1
461,14.0,1.0,,,,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0
462,14.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0,1
463,13.0,1.0,0.0,1.0,0.0,5.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,1
464,15.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0
465,16.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0,3.0,0.0,0.0,2.0,0.0,1
466,15.0,1.0,0.0,0.0,0.0,4.0,3.0,4.0,2.0,4.0,0.0,0.0,0.0,1
467,14.0,0.0,,,,2.0,0.0,3.0,5.0,1.5,2.5,0.0,0.0,1
468,13.0,1.0,,,,4.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0
469,13.0,0.0,0.0,1.0,0.0,5.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,1
470,14.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,1.0,1.5,1.0,1.0,0.0,1
471,15.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,1.0,10.0,0.0,0.0,0.0,1
472,13.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,1.0,1.5,2.5,0.0,0.0,1
473,16.0,0.0,,,,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0
474,17.0,0.0,,,,2.0,3.0,2.0,3.0,1.5,1.0,1.0,1.0,1
475,14.0,1.0,0.0,1.0,1.0,3.0,2.0,4.0,5.0,0.0,1.0,0.0,1.0,1
476,16.0,0.0,0.0,1.0,1.0,1.0,2.0,5.0,2.0,4.0,0.0,2.0,0.0,1
477,14.0,1.0,,,,3.0,3.0,3.0,1.0,10.0,0.0,0.0,0.0,1
478,16.0,1.0,,,,5.0,3.0,3.0,5.0,0.0,1.0,0.0,0.0,1
479,14.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,3.0,4.0,1.0,0.0,0.0,1
480,15.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0
481,15.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1
482,14.0,0.0,0.0,1.0,0.0,5.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,1
483,15.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,1.0,1.5,2.5,2.0,0.0,1
484,16.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,0.0,0.0,0.0,1.0,1
485,16.0,0.0,,,,2.0,0.0,4.0,2.0,7.5,0.0,0.0,0.0,1
486,15.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,5.0,10.0,8.5,10.0,0.0,1
487,14.0,1.0,,,,2.0,3.0,3.0,1.0,1.5,0.0,0.0,1.0,1
488,15.0,0.0,0.0,0.0,0.0,5.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0
489,15.0,1.0,0.0,0.0,0.0,3.0,3.0,4.0,3.0,4.0,0.0,0.0,0.0,1
490,15.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,1
491,14.0,1.0,0.0,0.0,0.0,4.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,0
492,15.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1
493,15.0,0.0,,,,3.0,3.0,2.0,4.0,7.5,0.0,0.0,0.0,1
494,14.0,1.0,,,,3.0,3.0,2.0,4.0,0.0,0.0,1.0,1.0,1
495,16.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0
496,17.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0
497,15.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,1
498,15.0,1.0,0.0,0.0,0.0,5.0,1.0,5.0,3.0,10.0,0.0,0.0,0.0,1
499,15.0,1.0,0.0,0.0,0.0,3.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,1
500,15.0,1.0,0.0,1.0,0.0,2.0,3.0,2.0,3.0,0.0,1.0,1.0,0.0,1
501,17.0,1.0,0.0,0.0,0.0,2.0,3.0,3.0,4.0,0.0,0.0,0.0,1.0,1
502,15.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,3.0,10.0,0.0,0.0,0.0,1
503,17.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,10.0,12.0,0.0,0.0,1
504,16.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,10.0,1.0,0.0,1.0,1
505,16.0,1.0,0.0,0.0,0.0,5.0,2.0,3.0,3.0,7.5,0.0,0.0,0.0,1
506,16.0,1.0,0.0,0.0,0.0,5.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0
507,17.0,1.0,0.0,0.0,0.0,5.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0
508,17.0,1.0,,,,5.0,3.0,1.0,1.0,1.5,0.0,0.0,0.0,1
509,16.0,1.0,0.0,1.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1
510,16.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,0.0,8.5,6.0,0.0,1
511,16.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0
512,13.0,1.0,0.0,1.0,0.0,1.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,1
513,14.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,3.0,0.0,1.0,12.0,1.0,1
514,12.0,0.0,,,,1.0,0.0,1.0,1.0,1.5,0.0,0.0,0.0,1
515,14.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,1
516,13.0,0.0,,,,0.0,3.0,0.0,3.0,,0.0,0.0,0.0,0
517,15.0,1.0,,,,0.0,2.0,0.0,1.0,,0.0,0.0,1.0,1
518,14.0,1.0,,,,0.0,2.0,0.0,5.0,,10.5,1.0,0.0,1
519,13.0,1.0,0.0,0.0,0.0,3.0,3.0,5.0,3.0,1.5,0.0,0.0,0.0,1
520,13.0,1.0,,,,5.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0
521,13.0,0.0,,,,3.0,3.0,1.0,1.0,0.0,2.5,0.0,1.0,1
522,14.0,0.0,,,,4.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0
523,15.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,3.0,0.0,0.0,0.0,1.0,1
524,13.0,1.0,0.0,0.0,0.0,5.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0
525,12.0,,,,,4.0,1.0,5.0,3.0,0.0,0.0,0.0,,0
526,13.0,1.0,0.0,0.0,0.0,2.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,1
